Column1,Column2,Column3,Column4,Column5,Column6,Column7
1779.70,321.59,1567.95,99.25,61.24,8.93,
1776.30,350.35,1266.86,99.25,61.24,8.93,
1775.79,110.18,1492.83,99.25,61.24,8.93,
1770.00,498.00,1269.71,99.25,61.24,8.93,
1769.06,479.33,940.79,99.25,61.24,8.93,
1768.99,749.00,1127.25,99.25,61.24,8.93,
1765.38,1250.00,1317.81,99.25,61.24,8.93,
1762.00,240.10,1394.06,99.25,61.24,8.93,
1761.05,192.57,1384.24,99.25,61.24,8.93,
1759.80,459.09,1412.19,99.25,61.24,8.93,
1759.43,690.12,1466.38,99.25,61.24,8.93,
1757.94,307.50,1575.17,99.25,61.24,8.93,
1756.50,352.93,1482.33,99.25,61.24,8.93,
1753.36,626.57,1144.17,99.25,61.24,8.93,
1752.37,720.76,913.12,99.25,61.24,8.93,
1746.62,383.82,1349.31,99.25,61.24,8.93,
1743.34,533.03,1135.25,99.25,61.24,8.93,
1740.52,250.11,1352.40,99.25,61.24,8.93,
1738.89,531.10,891.68,99.25,61.24,8.93,
1736.00,293.09,1104.83,99.25,61.24,8.93,
1734.16,439.00,1250.49,99.25,61.24,8.93,
1733.49,639.82,946.56,99.25,61.24,8.93,
1728.80,1090.00,1305.35,99.25,61.24,8.93,
1727.41,325.00,1348.69,99.25,61.24,8.93,
1726.68,231.84,1258.51,99.25,61.24,8.93,
1724.20,265.51,1423.39,99.25,61.24,8.93,
1720.00,0.00,0.00,99.25,61.24,8.93,
1716.78,206.00,1401.57,99.25,61.24,8.93,
1714.28,290.00,1352.66,99.25,61.24,8.93,
1714.18,477.11,1166.91,99.25,61.24,8.93,
1710.87,660.80,889.60,99.25,61.24,8.93,
1709.68,550.00,1275.83,99.25,61.24,8.93,
1709.30,510.08,1550.83,99.25,61.24,8.93,
1707.00,280.53,1559.00,99.25,61.24,8.93,
1705.91,182.49,1215.12,99.25,61.24,8.93,
1702.50,276.76,1329.72,99.25,61.24,8.93,
1701.90,384.70,1129.79,99.25,61.24,8.93,
1701.41,249.96,1475.50,99.25,61.24,8.93,
1700.79,304.06,1237.78,99.25,61.24,8.93,
1700.25,556.60,932.81,99.25,61.24,8.93,
1699.18,220.08,1136.43,99.25,61.24,8.93,
1699.00,375.10,1380.98,99.25,61.24,8.93,
1690.17,276.40,1107.65,99.25,61.24,8.93,
1689.00,336.00,1193.98,99.25,61.24,8.93,
1687.37,371.35,1509.24,99.25,61.24,8.93,
1686.00,200.05,350.94,99.25,61.24,8.93,
1685.56,236.50,1153.48,99.25,61.24,8.93,
1681.30,387.43,1233.80,99.25,61.24,8.93,
1680.03,258.01,1171.42,99.25,61.24,8.93,
1676.65,575.58,1100.42,99.25,61.24,8.93,
1672.65,299.91,1239.96,99.25,61.24,8.93,
1667.90,283.51,1297.20,99.25,61.24,8.93,
1667.00,168.00,1312.26,99.25,61.24,8.93,
1666.96,370.50,1371.37,99.25,61.24,8.93,
1658.85,369.09,1220.29,99.25,61.24,8.93,
1658.03,435.81,1218.05,99.25,61.24,8.93,
1654.65,385.14,1262.96,99.25,61.24,8.93,
1652.52,175.03,1300.44,99.25,61.24,8.93,
1651.24,490.00,1309.69,99.25,61.24,8.93,
1649.30,276.40,1123.26,99.25,61.24,8.93,
1648.75,228.40,1373.49,99.25,61.24,8.93,
1648.10,206.00,1361.20,99.25,61.24,8.93,
1642.80,294.00,1422.45,99.25,61.24,8.93,
1639.50,672.00,1021.20,99.25,61.24,8.93,
1638.80,150.00,1407.87,99.25,61.24,8.93,
1638.80,150.00,1408.42,99.25,61.24,8.93,
1630.69,451.57,1177.64,99.25,61.24,8.93,
1628.17,517.57,1468.97,99.25,61.24,8.93,
1627.20,258.36,1306.71,99.25,61.24,8.93,
1618.43,364.00,967.44,99.25,61.24,8.93,
1614.78,225.00,1283.50,99.25,61.24,8.93,
1614.40,206.00,1290.67,99.25,61.24,8.93,
1612.57,132.00,1025.26,99.25,61.24,8.93,
1610.45,285.04,1416.66,99.25,61.24,8.93,
1610.28,252.01,1266.33,99.25,61.24,8.93,
1608.92,151.20,950.45,99.25,61.24,8.93,
1607.91,482.03,1108.87,99.25,61.24,8.93,
1607.00,240.80,1496.30,99.25,61.24,8.93,
1605.04,463.00,1402.25,99.25,61.24,8.93,
1604.00,330.04,1156.86,99.25,61.24,8.93,
1600.33,752.23,1015.07,99.25,61.24,8.93,
1595.50,280.00,1561.64,99.25,61.24,8.93,
1594.40,578.57,1130.31,99.25,61.24,8.93,
1590.04,507.18,1246.45,99.25,61.24,8.93,
1590.00,200.40,1009.25,99.25,61.24,8.93,
1588.47,650.04,764.76,99.25,61.24,8.93,
1588.39,455.00,1119.58,99.25,61.24,8.93,
1587.12,150.00,1375.29,99.25,61.24,8.93,
1586.90,414.75,975.82,99.25,61.24,8.93,
1586.40,0.00,1266.20,99.25,61.24,8.93,
1583.15,450.30,1034.77,99.25,61.24,8.93,
1578.51,566.83,822.62,99.25,61.24,8.93,
1578.30,577.00,988.21,99.25,61.24,8.93,
1576.95,550.68,857.60,99.25,61.24,8.93,
1573.00,262.00,1295.45,99.25,61.24,8.93,
1568.50,172.51,1470.77,99.25,61.24,8.93,
1568.00,150.00,6.00,99.25,61.24,8.93,
1567.83,650.00,1351.94,99.25,61.24,8.93,
1566.26,217.52,1351.86,99.25,61.24,8.93,
1563.23,273.04,962.92,99.25,61.24,8.93,
1563.00,343.54,1065.82,99.25,61.24,8.93,
1559.65,188.50,1545.07,99.25,61.24,8.93,
1557.65,150.00,1463.87,99.25,61.24,8.93,
1556.80,220.00,1266.67,99.25,61.24,8.93,
1553.00,237.38,1265.44,99.25,61.24,8.93,
1552.80,172.51,1406.45,99.25,61.24,8.93,
1552.14,426.08,897.59,99.25,61.24,8.93,
1552.00,175.00,1302.00,99.25,61.24,8.93,
1551.85,217.52,978.07,99.25,61.24,8.93,
1551.68,150.00,1208.17,99.25,61.24,8.93,
1550.90,212.00,1102.36,99.25,61.24,8.93,
1550.80,150.00,1405.25,99.25,61.24,8.93,
1550.00,196.00,1279.00,99.25,61.24,8.93,
1549.80,150.00,1264.05,99.25,61.24,8.93,
1549.00,150.00,1542.00,99.25,61.24,8.93,
1548.28,450.11,1275.40,99.25,61.24,8.93,
1547.01,232.95,1158.57,99.25,61.24,8.93,
1546.99,636.90,704.18,99.25,61.24,8.93,
1546.52,175.08,1280.51,99.25,61.24,8.93,
1544.24,237.49,1264.30,99.25,61.24,8.93,
1543.39,270.73,750.31,99.25,61.24,8.93,
1540.00,307.50,1288.16,99.25,61.24,8.93,
1539.54,240.00,1138.57,99.25,61.24,8.93,
1537.57,595.00,1167.58,99.25,61.24,8.93,
1524.00,150.00,1204.00,99.25,61.24,8.93,
1524.00,179.75,1386.40,99.25,61.24,8.93,
1520.42,205.04,1229.00,99.25,61.24,8.93,
1519.86,510.55,1336.55,99.25,61.24,8.93,
1519.00,596.25,1171.90,99.25,61.24,8.93,
1517.79,206.00,1240.89,99.25,61.24,8.93,
1515.28,184.21,1250.96,99.25,61.24,8.93,
1512.00,220.08,989.12,99.25,61.24,8.93,
1512.00,150.00,1279.82,99.25,61.24,8.93,
1510.80,548.98,1241.41,99.25,61.24,8.93,
1509.72,770.04,885.84,99.25,61.24,8.93,
1507.22,547.00,825.20,99.25,61.24,8.93,
1503.00,191.59,1332.00,99.25,61.24,8.93,
1499.67,69.97,1387.59,99.25,61.24,8.93,
1499.47,445.61,1012.47,99.25,61.24,8.93,
1498.50,385.14,1046.13,99.25,61.24,8.93,
1498.00,560.00,1222.00,99.25,61.24,8.93,
1496.14,427.00,614.23,99.25,61.24,8.93,
1495.38,400.93,917.30,99.25,61.24,8.93,
1493.40,196.00,1079.74,99.25,61.24,8.93,
1492.66,210.00,1125.88,99.25,61.24,8.93,
1492.44,510.53,873.11,99.25,61.24,8.93,
1490.60,292.52,1122.00,99.25,61.24,8.93,
1485.90,383.32,970.65,99.25,61.24,8.93,
1484.43,155.50,1150.81,99.25,61.24,8.93,
1483.56,262.53,1372.09,99.25,61.24,8.93,
1480.20,357.00,983.45,99.25,61.24,8.93,
1476.65,306.24,1189.81,99.25,61.24,8.93,
1475.91,198.06,895.18,99.25,61.24,8.93,
1473.40,374.00,1112.73,99.25,61.24,8.93,
1473.00,150.00,1323.94,99.25,61.24,8.93,
1473.00,191.59,1250.00,99.25,61.24,8.93,
1471.30,326.07,1193.91,99.25,61.24,8.93,
1471.30,380.28,1052.34,99.25,61.24,8.93,
1469.50,205.30,1162.67,99.25,61.24,8.93,
1466.82,541.59,1116.62,99.25,61.24,8.93,
1466.33,571.00,927.13,99.25,61.24,8.93,
1466.00,370.36,1195.60,99.25,61.24,8.93,
1465.60,231.00,804.92,99.25,61.24,8.93,
1464.40,347.59,929.90,99.25,61.24,8.93,
1463.80,150.00,1251.00,99.25,61.24,8.93,
1458.52,540.30,770.34,99.25,61.24,8.93,
1458.00,169.70,353.39,99.25,61.24,8.93,
1456.00,282.43,1145.65,99.25,61.24,8.93,
1455.28,681.20,1258.92,99.25,61.24,8.93,
1453.00,296.44,1246.22,99.25,61.24,8.93,
1452.34,246.40,786.49,99.25,61.24,8.93,
1451.00,150.00,1245.02,99.25,61.24,8.93,
1450.30,342.33,1106.10,99.25,61.24,8.93,
1450.00,150.00,1208.53,99.25,61.24,8.93,
1450.00,150.00,1303.65,99.25,61.24,8.93,
1449.00,206.00,1144.50,99.25,61.24,8.93,
1448.00,150.00,1226.00,99.25,61.24,8.93,
1445.62,459.32,885.19,99.25,61.24,8.93,
1445.17,170.16,1142.53,99.25,61.24,8.93,
1443.50,294.00,1112.49,99.25,61.24,8.93,
1443.49,302.61,1268.78,99.25,61.24,8.93,
1443.18,1346.28,1106.17,99.25,61.24,8.93,
1442.23,306.33,1289.97,99.25,61.24,8.93,
1440.80,150.00,1209.07,99.25,61.24,8.93,
1438.80,205.02,1207.87,99.25,61.24,8.93,
1436.30,367.96,1023.20,99.25,61.24,8.93,
1435.21,330.05,995.78,99.25,61.24,8.93,
1433.80,162.50,1206.45,99.25,61.24,8.93,
1433.80,150.00,1206.45,99.25,61.24,8.93,
1432.08,340.80,1091.59,99.25,61.24,8.93,
1431.80,150.00,1205.25,99.25,61.24,8.93,
1430.89,414.43,1049.99,99.25,61.24,8.93,
1429.80,150.00,1204.05,99.25,61.24,8.93,
1429.61,453.46,784.18,99.25,61.24,8.93,
1428.00,229.00,1304.00,99.25,61.24,8.93,
1428.00,280.02,1265.00,99.25,61.24,8.93,
1427.50,206.00,1138.97,99.25,61.24,8.93,
1418.39,440.30,1048.77,99.25,61.24,8.93,
1410.00,225.00,1200.00,99.25,61.24,8.93,
1410.00,232.53,1106.00,99.25,61.24,8.93,
1409.80,294.00,1154.46,99.25,61.24,8.93,
1409.41,302.56,1095.15,99.25,61.24,8.93,
1407.00,279.99,1175.80,99.25,61.24,8.93,
1405.58,512.75,931.07,99.25,61.24,8.93,
1400.82,384.45,964.73,99.25,61.24,8.93,
1400.30,257.54,1156.32,99.25,61.24,8.93,
1399.15,448.09,773.65,99.25,61.24,8.93,
1395.50,184.00,1126.75,99.25,61.24,8.93,
1394.60,381.49,1049.30,99.25,61.24,8.93,
1391.40,150.00,1102.40,99.25,61.24,8.93,
1389.56,291.24,868.60,99.25,61.24,8.93,
1388.22,363.55,1019.46,99.25,61.24,8.93,
1388.00,150.00,1144.00,99.25,61.24,8.93,
1386.60,275.10,768.31,99.25,61.24,8.93,
1381.42,241.92,776.63,99.25,61.24,8.93,
1381.20,500.00,1214.28,99.25,61.24,8.93,
1380.50,205.09,1202.53,99.25,61.24,8.93,
1380.00,50.00,1176.00,99.25,61.24,8.93,
1377.00,190.12,1119.22,99.25,61.24,8.93,
1377.00,197.12,1120.50,99.25,61.24,8.93,
1375.97,331.80,788.22,99.25,61.24,8.93,
1375.07,724.62,856.84,99.25,61.24,8.93,
1374.00,150.00,1119.00,99.25,61.24,8.93,
1374.00,166.80,1119.00,99.25,61.24,8.93,
1372.00,175.00,1108.79,99.25,61.24,8.93,
1371.00,223.10,1120.46,99.25,61.24,8.93,
1360.42,534.70,954.39,99.25,61.24,8.93,
1359.42,442.60,993.11,99.25,61.24,8.93,
1359.35,222.80,1142.57,99.25,61.24,8.93,
1352.00,150.00,1124.80,99.25,61.24,8.93,
1351.80,150.00,1145.25,99.25,61.24,8.93,
1350.00,150.00,1118.00,99.25,61.24,8.93,
1349.81,232.53,1144.88,99.25,61.24,8.93,
1344.55,315.00,1056.46,99.25,61.24,8.93,
1344.50,285.60,748.96,99.25,61.24,8.93,
1344.00,150.00,1112.00,99.25,61.24,8.93,
1341.60,202.55,756.08,99.25,61.24,8.93,
1338.40,266.00,1009.36,99.25,61.24,8.93,
1336.40,351.40,714.32,99.25,61.24,8.93,
1334.44,349.92,1883.15,99.25,61.24,8.93,
1333.53,430.50,700.66,99.25,61.24,8.93,
1333.46,297.07,802.53,99.25,61.24,8.93,
1331.66,472.60,713.05,99.25,61.24,8.93,
1330.40,497.70,790.35,99.25,61.24,8.93,
1329.83,473.00,667.16,99.25,61.24,8.93,
1328.00,170.00,1080.51,99.25,61.24,8.93,
1327.00,255.05,761.68,99.25,61.24,8.93,
1324.61,187.06,804.20,99.25,61.24,8.93,
1324.11,539.50,943.44,99.25,61.24,8.93,
1322.56,187.50,1020.66,99.25,61.24,8.93,
1321.60,250.10,996.43,99.25,61.24,8.93,
1321.53,26.00,829.97,99.25,61.24,8.93,
1316.64,279.20,1003.39,99.25,61.24,8.93,
1312.25,234.00,1095.41,99.25,61.24,8.93,
1311.94,259.36,894.70,99.25,61.24,8.93,
1310.00,280.00,912.70,99.25,61.24,8.93,
1309.80,175.00,1104.05,99.25,61.24,8.93,
1308.43,272.57,764.61,99.25,61.24,8.93,
1307.00,220.36,1782.68,99.25,61.24,8.93,
1305.80,166.50,1032.58,99.25,61.24,8.93,
1304.90,434.00,871.95,99.25,61.24,8.93,
1301.93,595.00,1038.90,99.25,61.24,8.93,
1300.28,150.00,1034.44,99.25,61.24,8.93,
1300.00,166.50,1117.00,99.25,61.24,8.93,
1300.00,150.00,1112.00,99.25,61.24,8.93,
1298.80,199.98,1005.65,99.25,61.24,8.93,
1297.48,560.00,678.74,99.25,61.24,8.93,
1296.08,453.60,698.04,99.25,61.24,8.93,
1296.00,195.89,873.80,99.25,61.24,8.93,
1294.50,168.00,913.41,99.25,61.24,8.93,
1294.00,150.00,1007.00,99.25,61.24,8.93,
1293.29,236.05,1048.77,99.25,61.24,8.93,
1288.80,355.28,993.38,99.25,61.24,8.93,
1287.87,752.65,724.74,99.25,61.24,8.93,
1285.33,244.90,1026.12,99.25,61.24,8.93,
1284.00,150.00,1022.00,99.25,61.24,8.93,
1282.20,200.21,666.87,99.25,61.24,8.93,
1279.20,900.20,701.99,99.25,61.24,8.93,
1278.14,307.82,781.95,99.25,61.24,8.93,
1278.12,0.00,830.98,99.25,61.24,8.93,
1278.09,204.95,986.71,99.25,61.24,8.93,
1277.59,44.99,1004.55,99.25,61.24,8.93,
1277.00,592.80,809.65,99.25,61.24,8.93,
